,AMAT,AMAT,AMD,AMD,BHP,BHP,DDD,DDD,F,F,FCX,FCX,INTC,INTC,MSFT,MSFT,NVDA,NVDA,QCOM,QCOM,RIO,RIO,TSLA,TSLA,TSM,TSM,VALE,VALE,VOO,VOO
2021-05-28 00:00:00-04:00,138.13,5352486,80.1,38926159,74.11,987471,29.44,6490662,14.53,141622031,42.72,12874986,57.12,16170452,249.79,14117233,649.8,15268212,134.5416,5320184,87.43,1652945,625.71,21525163,117.36,4767144,21.52,37971342,386.14,2989968
2021-06-01 00:00:00-04:00,138.2,8172772,80.8,41575624,76.3,1820431,28.99,3609828,14.81,83200280,44.2,20724527,56.91,16971037,247.38,18409845,650.59,10915414,133.93,5683980,90.77,3921661,624.03,17155669,118.51,6880051,22.195,39826043,385.79,3450288
2021-06-02 00:00:00-04:00,139.01,5701164,81.99,33784147,76.255,1262039,32.33,6547593,14.9,72766581,43.335,13335360,57.49,13278349,247.33,16805793,671.245,14245330,133.82,5287623,90.24,2278392,605.0001,22315710,118.93,4634811,22.69,42481594,386.49,3091198
2021-06-03 00:00:00-04:00,136.38,7450791,80.27,27741701,74.96,1081251,30.2,4739859,16.0001,168681043,41.865,19135860,56.23,18736216,245.71,20929767,678.67,13465435,131.76,5489500,88.49,2524998,572.825,28308048,116.826,4321505,22.405,25519244,385.09,3161557
2021-06-04 00:00:00-04:00,139.86,5760286,81.57,24661996,76.11,934508,30.0,3231828,15.9601,140827381,41.73,14595529,57.37,16322257,250.78,20939253,703.07,14631371,134.34,5403261,89.76,2344842,599.35,22616463,119.62,4946838,22.46,18947927,388.53,2054784
2021-06-07 00:00:00-04:00,138.97,4654583,81.33,25756477,74.83,996814,31.39,2921420,15.875,84837018,41.26,15794893,57.09,12582013,253.87,18401080,704.92,13715922,133.3,3901849,88.12,2203105,605.0,21385238,118.22,3669343,22.3,23450123,388.19,2325799
2021-06-08 00:00:00-04:00,135.849,7075776,80.88,25835849,76.01,1597693,31.14,3257368,15.63,88567669,41.36,14011490,56.99,19235915,252.54,17536478,698.29,7448693,134.14,7259050,88.61,1485174,603.5,24177565,115.93,9913024,21.88,25770795,388.22,2240541
2021-06-09 00:00:00-04:00,134.68,5859583,79.96,26558237,74.42,1706570,29.84,3077182,15.485,55904052,40.6959,12602358,57.01,10857727,253.62,15076631,694.275,9101841,132.885,5089760,86.87,2160271,598.78,15868276,117.13,6058129,22.15,30557007,387.63,2680519
2021-06-10 00:00:00-04:00,137.17,4925904,81.55,27151756,75.25,1442662,29.3,2414260,15.12,71481547,40.13,15423210,57.37,15927151,257.24,20639314,696.8,6702187,134.24,4429745,86.86,1952313,610.12,22869571,118.22,8090762,22.23,33852377,389.33,2472884
2021-06-11 00:00:00-04:00,136.82,4771554,81.3,23080822,75.88,941751,29.8476,2288389,15.28,45070337,40.85,18526045,57.85,14372317,257.88,15766929,712.85,9915730,134.63,5307321,87.48,1452220,609.89,15192626,118.29,5750779,22.4,22231575,390.1,2083033
2021-06-14 00:00:00-04:00,139.03,5422810,81.55,25904560,75.49,1269047,29.38,2600162,14.88,76048410,39.48,18090654,58.2,12852704,259.88,12911335,720.73,7258436,137.31,6588226,86.99,1454424,617.69,19340553,121.0,7135097,22.53,25437612,391.03,2073138
2021-06-15 00:00:00-04:00,138.65,5185532,80.47,24406003,74.92,2168104,27.84,2839459,15.005,57094763,37.61,48613913,58.01,16316255,258.52,14058679,711.54,5259944,135.58,4664835,86.42,2027549,599.2,16870239,119.45,7263518,22.14,30567587,390.27,2313601
2021-06-16 00:00:00-04:00,136.94,6655442,80.1,28457767,73.82,1785816,28.0,2129480,15.017,64667535,37.07,30275655,57.22,18465952,257.51,21617653,712.18,7118964,134.95,6488263,84.7,2098695,604.79,20818629,118.0033,7583334,21.49,31744823,388.14,3997776
2021-06-17 00:00:00-04:00,137.3,6655658,84.55,74366336,70.5,3247285,29.02,2864548,14.775,117318658,35.14,52825518,57.18,16279302,260.91,21364887,746.33,18944340,135.33,5491002,83.0,3279459,616.6,21222481,119.13,6571624,21.073,30887006,387.94,3859781
2021-06-18 00:00:00-04:00,131.08,9407358,84.64,51846352,68.58,2291506,27.95,2798713,14.5136,63775453,34.95,36686775,55.68,36372176,259.32,26737452,744.65,21316434,133.0,7675104,81.04,4423046,623.32,22325626,115.78,10667173,21.51,28625665,382.8,4646596
2021-06-21 00:00:00-04:00,133.04,4936932,82.59,40651632,70.43,1444633,28.85,3247382,14.77,58626562,35.76,22089827,55.88,15822628,262.63,20902459,737.2,15747592,133.97,4078067,82.09,2014728,620.83,22605684,114.14,10369562,22.0,24800663,388.19,3937896
2021-06-22 00:00:00-04:00,133.44,4904434,83.57,30428207,71.28,1658184,36.87,40789738,14.91,61112555,36.4963,21267284,55.88,15012182,265.51,17932154,755.36,13559470,135.09,5041393,83.13,1276749,623.69,17583065,114.32,10686887,22.51,24026474,390.21,2566832
2021-06-23 00:00:00-04:00,135.51,5586652,83.81,24569657,71.62,1084930,38.04,11287210,15.42,89958080,37.18,20335142,55.26,17390714,265.27,15860725,762.31,7702428,135.54,5820062,83.72,1857658,656.57,28566501,116.04,8323145,22.8,30517312,389.79,2278347
2021-06-24 00:00:00-04:00,138.26,5287684,86.1,40614295,72.78,921118,38.12,5936414,15.27,75205614,37.52,18888790,56.07,16733897,266.64,16700938,768.22,7336088,137.91,6569299,84.83,1271345,679.72,44088006,117.24,6089987,22.64,25474548,392.07,2626561
2021-06-25 00:00:00-04:00,136.19,5258933,85.62,24872752,73.23,946330,39.33,9770961,15.2,56173968,37.24,19311492,55.91,14418028,265.02,15557867,761.27,6079326,137.67,5491936,85.04,991145,671.6,29971264,116.53,5231407,22.67,30962638,393.48,2726191
2021-06-28 00:00:00-04:00,140.99,6078573,87.08,28446485,72.8,1395056,40.06,3938696,14.96,76133294,36.75,13883293,57.48,19411171,268.72,15758609,799.42,11364506,139.73,5085389,84.46,1272711,688.47,20579767,119.61,9489015,22.44,26301476,394.32,2221391
2021-06-29 00:00:00-04:00,141.92,4703069,89.51,44570357,72.82,885496,38.4,3265238,15.02,65325298,37.27,12743427,56.76,23826901,271.4,16522614,801.37,8679392,142.63,6138400,84.58,1265216,680.76,16629908,120.24,5148224,22.8,20136312,393.15,2543283
2021-06-30 00:00:00-04:00,142.39,4520377,93.9276,66521897,72.82,1118481,39.9,3968087,14.85,66231968,37.09,10527555,56.15,24651876,270.89,15264087,800.4,7368316,142.98,4959873,83.885,1176979,679.78,17501754,120.14,6966124,22.82,22636512,393.51,2967642
2021-07-01 00:00:00-04:00,137.92,6987365,93.3,55394978,72.41,902740,38.53,2948947,14.91,47790282,37.09,13019843,56.0,19930955,271.72,13049694,808.48,11372119,140.8,5041318,82.73,1554516,677.92,17652563,118.42,7729467,22.11,25789445,395.75,3143251
2021-07-02 00:00:00-04:00,138.17,4589545,94.6961,49247176,72.97,848939,36.0806,3236025,14.935,39745458,37.15,8142136,56.76,13562499,277.66,20947025,819.48,7811808,142.58,4267421,83.63,1242833,678.9,25565649,118.93,4716566,22.48,19486225,398.81,3786632
2021-07-06 00:00:00-04:00,136.73,5827660,94.47,41325836,72.28,1132095,36.0,3786036,14.5082,67421118,36.0,15633824,56.1,15916513,277.66,24080166,828.02,9943733,141.19,4946836,82.44,1630105,659.49,21785768,120.06,6547089,21.96,24482584,397.94,4086617
2021-07-07 00:00:00-04:00,134.87,5122728,90.52,49644548,74.03,1315632,34.08,2179009,14.2342,65203688,36.22,13800703,55.96,11948571,280.0,19959634,814.86,9359690,139.95,3539430,84.34,2286796,644.85,18091390,118.24,6475579,21.92,21425048,399.36,3983586
2021-07-08 00:00:00-04:00,132.54,7020669,89.76,42930096,73.53,1367653,34.2,4165554,14.07,56420466,34.7,22453355,55.45,15351443,277.53,20138896,796.28,11496325,138.33,5976862,82.49,2139928,653.31,21009964,117.8823,6896049,21.75,23570767,396.1798,5440524
2021-07-09 00:00:00-04:00,134.9,4629230,90.86,33252719,76.49,2113221,34.42,1790747,14.47,61928765,36.5,16724542,55.99,14762545,277.92,19294073,802.01,6675908,141.43,5004344,85.99,1906968,656.99,16736225,120.56,7548598,22.4,15694519,400.32,3113811
2021-07-12 00:00:00-04:00,136.79,4320858,90.8073,27416696,76.5,933461,31.08,5320194,14.61,43826849,36.54,10160606,56.71,12348757,277.32,13358203,820.54,7488598,142.47,5254912,86.03,1192691,685.51,24502946,122.68,9892382,22.32,15374767,401.85,2755441
2021-07-13 00:00:00-04:00,136.28,3909537,90.27,27944056,76.18,1009425,29.47,3387687,14.43,42814393,35.73,13511902,56.87,13122355,280.98,22602039,809.65,6654733,141.19,5062662,85.17,1100659,668.91,19395318,123.89,12614410,22.4,13219518,400.47,3387796
2021-07-14 00:00:00-04:00,135.66,5141678,89.055,26768556,76.05,1954950,28.65,5535031,14.26,35551854,34.52,18155461,56.53,11316427,282.51,19299360,793.66,8853669,143.78,9689514,85.72,1773898,653.34,20840869,124.49,9866367,22.66,19927923,401.01,3158113
2021-07-15 00:00:00-04:00,133.21,5797508,86.93,36536976,76.35,1186963,27.3,3389276,14.01,42181717,34.41,14793001,55.81,15469716,281.04,19423787,758.77,13012738,141.51,5603919,86.28,1326342,650.92,19487217,117.35,21875829,22.52,16941667,399.69,3803777
2021-07-16 00:00:00-04:00,128.18,6902653,85.89,33608193,74.37,1564218,25.3,3223396,13.62,44086256,33.2,22828060,54.97,20174659,280.75,22815110,726.45,16428500,139.71,4842445,82.79,3312519,644.02,15323083,115.74,10689175,22.06,20931339,396.55,3859331
2021-07-19 00:00:00-04:00,128.62,7724767,86.62,37476308,72.34,1793170,25.9,3940333,13.284,93908118,32.41,28949961,54.65,20027158,277.05,25903899,751.19,17175341,138.84,7489401,80.25,2468075,646.41,18988958,115.35,7769933,21.35,24675046,390.69,11829986
2021-07-20 00:00:00-04:00,131.92,6304569,87.12,25521014,73.82,1635415,26.65,2718545,13.91,66504089,32.95,19680394,55.24,15463227,279.32,18633093,186.06,39486660,139.55,4800310,81.44,2314123,660.31,14249603,116.4,6439471,21.62,19697867,396.24,3732567
2021-07-21 00:00:00-04:00,137.99,5556455,89.405,26117006,75.76,1572878,27.58,2289893,14.1925,48783866,34.5361,22902941,56.24,13999655,281.38,18028230,194.1,34042190,142.17,4343647,82.94,1517305,655.23,13097617,117.87,4847019,22.05,18218496,399.5,2762597
2021-07-22 00:00:00-04:00,137.18,5033476,91.21,31589564,75.64,917826,25.99,2556285,13.91,37064323,34.81,19385804,55.96,30058927,286.16,19071088,195.95,30043783,142.48,3037139,82.08,1373948,649.1232,14317862,116.56,5089839,21.95,13094611,400.41,2492286
2021-07-23 00:00:00-04:00,138.42,3596504,92.15,29965432,76.43,1006431,25.83,1877464,13.815,35013358,35.18,15142530,53.0,63374820,289.7,19860738,195.59,17772279,144.88,5373018,82.78,1564127,643.32,13655130,116.81,4924645,21.94,18834671,404.3,3015590
2021-07-26 00:00:00-04:00,138.48,3809284,91.86,25301825,79.03,2021541,24.82,3783919,14.0268,39789330,36.645,21506430,54.33,25177924,289.05,18670988,192.87,17527097,143.495,4679707,86.05,1817910,658.2899,21092626,115.65,6003106,22.54,16366829,405.35,2242464
2021-07-27 00:00:00-04:00,134.91,5733100,91.1,62512232,78.03,2016617,24.94,2912509,13.795,38685622,36.36,16988257,53.18,31946323,287.0,25652275,192.1,22354966,140.94,6237069,82.77,3532423,644.78,31232379,113.56,10473987,22.19,18265935,403.57,3514924
2021-07-28 00:00:00-04:00,137.21,3727571,97.9,136249513,79.12,1533075,26.7,3754964,13.8701,59088182,36.68,13403620,53.07,23459356,286.22,29596382,195.03,17734115,142.44,6929450,86.61,2847744,646.97,14977027,115.08,6343588,22.95,22965465,403.42,3621222
2021-07-29 00:00:00-04:00,137.5,4791751,102.95,160652034,80.25,2234103,27.81,4020270,14.39,101969152,38.475,21611911,53.7,14440722,286.48,14861053,196.58,16599826,150.99,18160700,88.68,3134413,677.36,28853702,116.15,6550796,22.87,29326844,405.1,2116896
2021-07-30 00:00:00-04:00,139.92,7244799,106.22,122644096,78.56,1148154,27.56,2115830,13.96,68753571,38.1,14045426,53.72,12611338,284.95,16325594,194.89,14541397,149.81,7335338,86.31,2090546,687.6,27669216,116.66,5533241,21.01,40282196,403.12,4130769
2021-08-02 00:00:00-04:00,142.01,8795813,108.63,112918930,78.41,1288492,27.51,1633183,13.92,60783449,36.63,20793522,53.69,14172521,284.83,13305162,197.5,19888712,148.85,10047310,87.3,2345868,709.66,31238339,116.85,4954720,21.21,25194950,402.29,3917662
2021-08-03 00:00:00-04:00,142.16,4307723,112.56,155355837,79.75,1636575,26.56,1604437,14.03,50155191,36.64,16113287,54.06,13516817,287.12,14473180,198.15,28850136,147.95,5398927,89.39,2366069,709.86,20451195,118.41,5541199,21.74,34336881,405.56,3727472
2021-08-04 00:00:00-04:00,142.72,4447748,118.76,220729093,79.03,1468922,26.26,1395483,13.32,76473322,35.65,10452951,53.89,14493839,286.46,13255592,202.74,21018444,148.23,4798483,88.53,1847966,710.91,15577340,118.74,3949643,21.69,30212383,403.6,3497368
2021-08-05 00:00:00-04:00,142.28,3624094,112.35,134601377,77.02,1842433,28.05,3497799,13.71,55101382,35.85,9849904,53.9,13753637,289.55,11786498,206.37,19406161,146.84,6526366,84.76,3290650,714.63,12055445,119.24,3563281,20.98,30574640,406.13,2782770
2021-08-06 00:00:00-04:00,142.65,3331319,110.1,139597365,76.7,909410,27.66,1436853,13.79,41520679,36.86,13075110,53.92,12836036,289.46,10908082,203.64,15770112,146.33,4781125,84.96,1592047,698.89,14266871,118.25,3859855,20.925,22194274,406.83,2225653
2021-08-09 00:00:00-04:00,141.99,3331807,107.58,111919171,76.54,921903,28.35,2685973,13.76,35311573,36.47,8902570,54.04,12503404,288.36,11951632,202.95,12407347,146.915,3845765,85.57,1920457,713.73,13158590,118.22,3986236,20.84,16442963,406.51,1890348
2021-08-10 00:00:00-04:00,138.1,5797795,106.48,110855096,77.52,1653229,34.48,42839959,13.81,30036921,38.21,16512126,53.94,13435280,286.49,14614279,199.39,16346514,145.91,3612027,86.98,1991471,709.99,12217890,116.34,4794465,21.15,17263529,406.92,2286440
2021-08-11 00:00:00-04:00,134.83,7162109,107.67,89808928,77.86,891944,33.85,10419216,13.935,39762091,38.73,15194584,54.13,15178267,286.98,11365812,196.99,16146951,146.71,4284047,86.1,3241064,707.84,9070550,115.99,4213870,21.04,13666694,407.96,2612952
2021-08-12 00:00:00-04:00,129.21,11839569,106.5,59046057,76.79,1347825,33.32,3080141,13.9,33919829,38.39,10608474,53.54,12990112,289.65,11218889,199.02,13821394,147.15,5039070,79.16,2761541,722.1983,16743143,115.69,5157880,20.88,16260076,409.13,2243163
2021-08-13 00:00:00-04:00,129.9,8055195,110.55,96754429,77.82,1326182,30.15,4125493,13.59,42117190,38.1,12076827,53.5,13656001,292.86,15288984,201.89,16795226,148.64,5037023,79.48,2220178,717.28,15123022,115.51,4094409,20.64,15465535,409.94,2045891
2021-08-16 00:00:00-04:00,131.7,6202945,107.47,71026415,75.82,2189154,28.76,4042861,13.46,34039390,36.85,12066717,53.47,12750019,294.66,17516460,199.56,18655491,148.13,3848897,78.03,2969094,686.15,20921438,114.66,5167731,20.63,20157986,411.01,3110980
2021-08-17 00:00:00-04:00,128.8,7456285,107.56,72324933,69.83,10048311,27.6,3678354,12.9855,71423453,34.7058,22177354,52.7,18274469,293.21,16502071,194.57,17835425,144.4204,5978266,76.81,3148201,665.86,22100268,111.1,12628668,20.33,25423296,408.25,5047390
2021-08-18 00:00:00-04:00,127.37,5809225,103.43,74759049,65.47,7883797,28.1,3399853,13.0,46169054,33.89,16793394,52.19,12087916,290.73,17378077,190.4,23367960,142.18,5680940,74.13,3215146,689.29,18588361,110.4,7779104,19.31,37924455,403.81,4450857
2021-08-19 00:00:00-04:00,129.21,7573804,103.68,69119502,62.83,7158196,27.23,2403168,12.66,62549922,32.42,30611542,52.45,18634480,296.81,25184591,197.94,73397611,140.65,6778156,72.43,5043675,673.47,13116083,110.53,11338637,18.05,55478575,404.39,5119069
2021-08-20 00:00:00-04:00,127.21,12415893,104.64,53094993,63.6,4453309,27.87,2016788,12.58,49415762,32.79,18134482,52.01,22434351,304.26,36482390,208.1601,64075512,142.09,4774399,72.5,2557729,680.09,13511215,108.1,12214767,18.22,29475170,407.58,3060242
2021-08-23 00:00:00-04:00,131.5,6786561,108.78,66093530,64.4338,2801385,29.21,2764529,12.73,57275609,34.21,14562610,53.23,19562343,304.58,18606383,219.5669,52038515,144.12,5319769,73.0,1866395,706.18,18960307,110.97,8123223,17.91,28096716,411.2,3063579
2021-08-24 00:00:00-04:00,131.44,5781999,107.65,49514575,65.23,2649326,30.21,3027740,13.08,49036600,35.21,14189796,53.82,17881867,302.69,14480631,217.91,27920563,144.48,4379115,75.09,2390362,708.4794,12195272,112.11,6227287,18.925,40646717,411.85,2823746
2021-08-25 00:00:00-04:00,132.82,5899132,108.29,44117790,65.81,2988804,29.64,2392220,13.17,45418131,35.105,9026607,53.81,12471462,302.0,15539941,222.08,32998617,143.87,4397624,75.41,1413713,711.01,11700325,117.03,21213941,19.09,17121693,412.69,3014173
2021-08-26 00:00:00-04:00,132.49,3586600,107.26,50590265,64.85,2390613,28.71,1821652,12.9,51934039,34.54,10376864,53.13,16484580,299.06,15362606,220.68,21775527,142.38,6350662,74.01,1759319,701.15,12542023,118.1,9200522,18.77,14045403,410.34,4262572
2021-08-27 00:00:00-04:00,136.51,7018514,111.39,59166727,66.58,2898635,29.97,1785673,13.32,54313716,36.56,17659153,53.89,13842793,299.65,19223507,226.37,28634767,144.84,4738029,75.84,1710091,711.75,12911642,118.49,6312907,19.45,14806193,413.9,3660082
2021-08-30 00:00:00-04:00,136.05,4113942,111.3,54130876,67.69,2095838,30.16,1995275,13.05,39861751,36.645,12605935,53.95,12142681,303.56,13157640,226.85,24193433,145.93,4620969,76.06,1161054,730.83,17730055,118.97,6126174,19.32,15400021,415.76,2659464
2021-08-31 00:00:00-04:00,135.19,4395341,110.705,46772999,66.14,3356345,30.43,1852240,13.04,34379952,36.39,13317539,54.07,15904498,301.92,17377153,223.78,21106002,146.74,5823487,75.08,2120938,735.76,16877243,119.01,7452436,19.055,20132946,415.18,4809959
2021-09-01 00:00:00-04:00,133.45,4678787,109.97,37251391,65.27,3160179,31.86,3662260,13.12,54162795,35.9,15353810,53.67,15678617,301.8538,15212397,224.42,18145599,146.45,5763820,74.91,2371488,734.08,12003545,120.46,7895565,19.09,20877110,415.42,3002144
2021-09-02 00:00:00-04:00,134.45,4556795,109.19,38964692,61.88,4114857,32.42,2439547,13.02,46138529,36.27,10148041,53.73,11823133,301.16,12818451,224.01,17164099,145.09,4924119,75.27,2211645,732.39,12093852,120.82,6570888,19.08,19387342,416.68,2740921
2021-09-03 00:00:00-04:00,135.83,3843666,109.9098,40923717,63.0,3170860,31.96,1854907,12.89,38656271,36.14,11067959,53.51,10797653,301.15,10544962,228.41,25879147,144.65,4242995,75.87,1993824,733.75,13992007,123.98,9818838,19.07,20132277,416.58,3513164
2021-09-07 00:00:00-04:00,136.5,4928905,109.09,27354254,61.96,3112859,32.75,1850303,12.95,59616192,36.36,9523772,53.65,11659811,300.1747,14348493,226.58,17812971,143.74,4514260,74.55,2064174,752.74,18747758,124.7,7824749,18.71,13536594,415.12,3237444
2021-09-08 00:00:00-04:00,133.58,6103376,106.18,40689293,61.0,2575754,31.05,2316564,13.03,52710128,34.38,16786889,53.59,15939162,300.23,11955818,223.38,23522150,142.53,4230811,73.55,2626638,753.887,17459064,121.88,7326198,17.98,31696652,414.6,3662950
2021-09-09 00:00:00-04:00,135.0,5375395,106.14,30227387,60.42,2733243,32.05,2186044,12.76,66112460,34.82,11532991,53.39,11453714,297.22,16448302,221.77,18409129,141.57,4337398,72.07,3269638,754.86,13296489,122.68,4565751,18.05,42015295,412.76,3764382
2021-09-10 00:00:00-04:00,136.85,8289008,105.22,31036049,60.86,1608490,30.95,2052061,12.68,44538228,35.48,19714817,53.84,17055188,295.7,16520171,224.7314,22835400,142.69,5296391,73.17,3072747,736.24,14236852,122.9,4890927,18.025,29153395,409.63,3880330
2021-09-13 00:00:00-04:00,139.44,7678438,104.79,36495901,61.09,3054061,30.47,1751919,12.99,52500957,35.29,12736349,55.0,18639200,297.02,17945801,221.55,26438477,143.44,3503120,73.76,2987464,743.12,21881630,123.62,6283645,18.08,20263733,410.58,4559616
2021-09-14 00:00:00-04:00,140.14,7113233,105.71,39534725,59.83,3157732,29.86,1823925,12.86,44512690,34.79,13755913,54.541,16062240,299.92,17605322,222.52,17876192,141.14,5253097,72.69,2802310,744.54,17747138,123.08,4820074,17.83,28083079,408.37,3461757
2021-09-15 00:00:00-04:00,141.24,4920828,105.6,36609065,60.32,3515408,30.16,1062635,13.2136,55625773,36.75,17403965,55.13,12652583,304.84,22595294,223.45,14861025,138.24,9524610,73.56,2331756,755.87,14354154,121.5,5120923,17.62,26112870,411.79,3545737
2021-09-16 00:00:00-04:00,144.05,7534315,106.22,37106146,58.11,3308194,30.62,2327385,13.4,73097074,34.29,32425432,54.83,15067021,305.29,15230748,222.43,14072975,138.46,5769354,70.14,3678438,756.91,12565610,120.75,6905861,16.71,40480376,411.11,3136929
2021-09-17 00:00:00-04:00,140.8,7013359,103.87,37730356,55.53,5809349,29.99,2204861,13.555,63365709,33.04,32272484,54.27,19934008,299.81,25813544,218.93,20916842,133.6,11676346,68.03,6510328,760.05,18472618,117.71,8262089,16.305,52554569,407.11,5151805
2021-09-20 00:00:00-04:00,135.56,6870640,101.56,42537201,54.02,5312715,27.9,2347322,12.82,117340419,31.1791,35394808,52.98,23693260,294.26,30460159,211.13,31328669,132.77,7819486,66.06,6582119,730.26,22441736,114.69,8032501,15.645,64986425,400.43,10447813
2021-09-21 00:00:00-04:00,135.18,5196327,102.8,33527214,54.55,3474444,28.34,1964287,12.77,53718097,30.47,34143192,52.86,14111274,294.72,19019834,212.39,18866753,131.75,5307675,65.37,5918707,739.38,14922085,114.96,7049744,15.8873,32065880,400.0405,6143394
2021-09-22 00:00:00-04:00,138.1,5499382,104.3874,32420839,55.01,5170304,29.0,1343670,13.24,68361903,31.57,27156375,53.5,13342809,298.58,21832759,219.42,24128559,133.01,4283930,66.61,5814441,751.75,13586028,115.93,4865158,16.42,50059762,403.86,5462282
2021-09-23 00:00:00-04:00,141.11,5022612,106.15,31320213,55.06,8138224,29.49,1307111,13.7,65450567,32.115,18033457,54.04,13097014,299.54,14811383,224.82,22811471,133.91,5009055,67.05,3561548,753.68,11244060,116.18,4942588,14.82,48252357,408.73,3747855
2021-09-24 00:00:00-04:00,141.94,3235463,105.8,25412547,54.53,3004601,29.15,1488537,13.78,52066001,32.23,13873122,54.22,9760591,299.35,12285299,220.83,18829897,133.86,3821370,66.7695,3280825,774.54,20458573,115.62,4194719,14.49,33550901,409.46,3204191
2021-09-27 00:00:00-04:00,142.74,4500169,108.14,50368251,55.07,3129419,29.8,1323481,14.169,63099249,33.91,21196302,54.66,11111511,294.17,19707219,216.56,22134085,133.52,3477149,67.54,3328176,791.4,26193857,116.16,4333765,14.55,44261902,408.31,3370305
2021-09-28 00:00:00-04:00,132.91,10774137,101.52,71109820,52.55,6039317,28.55,1220898,14.315,96226953,33.57,18343523,54.0,18960247,283.52,35639238,206.94,31364009,129.9,7168409,65.85,4954738,777.56,23562104,111.86,9085028,13.8,39804576,400.09,7903801
